Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,0.9,82.0,4.93,1
Milk,3.1,81.4,0.26,0
Milk,7.6,83.1,1.3,1
Milk,2.5,79.9,3.08,1
Fruits,10.0,87.0,3.76,1
Meat,4.3,83.3,0.36,0
Eggs,5.3,56.2,0.13,0
Fruits,14.9,83.5,0.18,1
Milk,8.2,69.1,1.44,1
Meat,7.0,92.2,1.35,1
Fruits,14.9,74.9,1.92,1
Vegetables,11.7,91.4,3.48,1
Milk,5.6,80.6,3.27,1
Meat,3.7,71.4,2.11,0
Eggs,4.7,53.1,4.52,1
Eggs,3.1,62.3,2.53,1
Eggs,4.6,52.6,0.64,0
Vegetables,6.7,92.2,4.86,1
Milk,3.5,62.1,1.89,0
Meat,7.3,84.4,1.92,1
Fruits,10.0,81.9,4.79,1
Meat,0.4,87.2,2.39,1
Meat,3.7,92.7,0.01,1
Vegetables,10.8,89.6,3.44,1
Fruits,10.0,89.2,4.76,1
Eggs,5.8,69.0,4.65,1
Eggs,6.9,59.9,0.68,0
Eggs,7.3,66.0,2.0,1
Eggs,4.9,50.0,0.46,0
Vegetables,6.2,83.1,0.26,0
Vegetables,2.6,84.8,4.58,1
Vegetables,6.7,92.2,1.26,1
Vegetables,3.7,80.3,0.95,0
Meat,7.5,90.5,1.22,1
Eggs,8.1,64.3,3.25,1
Meat,5.8,94.3,2.62,1
Milk,9.3,64.5,2.49,1
Eggs,9.3,57.7,1.66,1
Eggs,8.1,61.4,2.16,1
Vegetables,11.6,95.7,1.68,1
Eggs,4.8,66.5,4.9,1
Meat,6.5,73.2,1.98,1
Fruits,6.0,89.7,4.71,1
Meat,0.9,79.7,4.8,1
Eggs,9.7,52.7,0.62,1
Meat,4.6,80.5,2.88,1
Meat,2.2,71.5,3.0,1
Vegetables,8.0,80.8,1.6,0
Meat,5.7,93.7,0.31,1
Fruits,14.8,75.6,0.32,1
Vegetables,4.4,89.4,0.08,1
Meat,4.2,84.2,0.0,0
Eggs,8.5,59.9,0.23,1
Eggs,4.7,69.2,1.05,0
Meat,6.6,70.2,1.7,1
Vegetables,3.4,89.4,3.25,1
Fruits,13.7,71.4,3.96,1
Milk,5.6,89.6,2.69,1
Eggs,3.3,55.3,3.81,1
Eggs,3.7,67.7,3.83,1
Vegetables,11.6,81.2,2.29,1
Fruits,7.0,88.5,4.55,1
Vegetables,6.0,85.4,2.9,1
Milk,3.9,89.6,3.45,1
Fruits,6.1,80.3,0.38,0
Eggs,8.3,62.3,2.05,1
Fruits,9.2,88.7,3.83,1
Milk,5.0,89.8,4.35,1
Vegetables,10.9,83.6,2.36,1
Milk,5.3,68.5,3.23,1
Vegetables,3.4,93.0,1.67,1
Eggs,8.0,59.9,1.03,1
Meat,0.3,89.1,0.74,1
Vegetables,4.7,88.3,0.62,1
Milk,4.5,70.5,1.24,0
Milk,8.4,87.7,4.51,1
Milk,9.1,78.3,0.24,1
Eggs,2.6,66.5,0.63,0
Meat,5.0,76.4,1.52,0
Eggs,6.7,57.7,1.04,0
Milk,2.1,62.4,3.0,1
Vegetables,6.4,81.8,3.18,1
Milk,2.3,85.8,4.95,1
Milk,3.4,80.4,2.45,0
Eggs,7.2,67.0,2.61,1
Meat,7.4,80.6,1.84,1
Eggs,6.0,58.0,4.12,1
Meat,3.8,72.3,2.41,0
Eggs,9.8,62.6,0.99,1
Vegetables,7.6,83.0,0.64,0
Eggs,9.1,68.5,4.79,1
Vegetables,2.9,81.7,4.44,1
Fruits,8.2,71.2,1.98,0
Milk,4.6,85.4,5.0,1
Milk,3.8,75.3,1.86,0
Fruits,10.6,79.2,4.14,1
Vegetables,11.2,85.2,0.64,1
Fruits,5.1,87.4,2.35,1
Fruits,14.5,83.2,3.35,1
Eggs,7.7,57.5,0.7,1
Vegetables,5.7,81.7,2.49,0
Milk,2.2,64.5,1.89,0
Eggs,9.8,63.3,0.37,1
Eggs,6.0,55.0,2.89,1
Fruits,8.9,79.6,0.14,0
Vegetables,10.4,94.0,0.31,1
Meat,1.4,80.6,2.12,0
Fruits,7.7,83.0,2.67,1
Eggs,3.0,63.0,2.76,1
Vegetables,5.6,89.9,3.32,1
Fruits,13.8,89.7,1.12,1
Meat,6.6,95.0,4.01,1
Fruits,13.9,89.5,0.75,1
Vegetables,2.4,84.9,1.43,0
Milk,4.1,72.5,3.27,1
Fruits,12.0,72.8,4.21,1
Vegetables,6.8,95.8,0.98,1
Vegetables,9.2,86.8,1.32,1
Fruits,4.1,85.4,1.35,1
Milk,5.2,71.7,3.07,1
Meat,6.8,81.1,4.87,1
Meat,0.8,86.4,3.68,1
Eggs,8.2,67.2,3.88,1
Vegetables,11.1,84.1,4.71,1
Milk,7.2,72.6,2.0,1
Milk,9.0,61.2,4.47,1
Eggs,9.3,52.6,3.06,1
Meat,3.1,89.8,4.21,1
Vegetables,2.1,97.4,0.87,1
Milk,7.9,72.0,0.31,1
Milk,2.2,73.7,3.64,1
Fruits,11.1,74.7,3.58,1
Milk,6.7,65.7,2.85,1
Vegetables,11.6,90.5,2.66,1
Eggs,6.6,58.3,3.02,1
Eggs,6.0,61.6,4.22,1
Milk,4.1,67.5,2.97,1
Vegetables,4.4,93.0,3.65,1
Meat,4.5,92.9,2.81,1
Vegetables,5.6,84.2,0.88,0
Vegetables,5.9,94.4,2.63,1
Meat,6.8,94.0,4.12,1
Meat,3.8,71.0,1.78,0
Milk,6.7,81.2,4.25,1
Fruits,13.1,85.6,4.74,1
Milk,9.1,82.9,1.58,1
Milk,7.5,77.5,0.81,1
Vegetables,4.4,94.1,3.92,1
Milk,8.8,62.2,0.96,1
Fruits,9.8,89.5,0.63,1
Fruits,8.0,75.6,2.78,1
Fruits,12.2,71.1,1.56,1
Milk,9.1,62.0,0.75,1
Fruits,14.9,87.6,3.24,1
Meat,7.5,73.0,4.27,1
Milk,8.3,68.2,0.45,1
Vegetables,8.1,80.7,2.05,1
Fruits,12.2,74.2,1.29,1
Meat,4.9,78.1,1.22,0
Eggs,2.3,68.7,2.46,0
Eggs,4.4,69.9,0.43,0
Fruits,6.1,86.5,0.28,1
Meat,3.5,80.8,3.23,1
Fruits,5.4,76.0,4.66,1
Vegetables,8.3,92.6,1.71,1
Milk,3.3,68.2,0.16,0
Vegetables,11.6,89.0,0.15,1
Meat,3.7,88.2,0.13,1
Fruits,14.9,75.4,2.07,1
Vegetables,4.1,85.0,3.36,1
Milk,8.7,84.1,2.12,1
Eggs,10.0,63.0,4.38,1
Meat,6.7,78.2,4.59,1
Vegetables,10.0,92.5,4.6,1
Meat,3.4,94.2,0.2,1
Meat,4.5,80.9,4.0,1
Meat,7.2,93.3,0.96,1
Milk,6.6,81.1,4.08,1
Fruits,10.9,82.0,2.07,1
Eggs,4.0,66.1,4.33,1
Milk,7.6,61.9,2.08,1
Meat,2.8,83.1,2.74,1
Milk,5.1,60.8,0.5,0
Vegetables,5.3,84.3,0.6,0
Fruits,11.2,80.4,2.58,1
Meat,3.7,73.8,0.32,0
Milk,2.5,83.3,3.85,1
Eggs,6.3,56.5,2.23,0
Fruits,14.2,81.3,4.04,1
Meat,4.0,89.8,2.94,1
Eggs,9.2,51.4,3.03,1
Eggs,7.4,68.0,0.34,1
Meat,2.6,82.3,0.86,0
Meat,7.8,79.9,2.49,1
Milk,6.3,77.2,3.0,1
Eggs,8.7,50.9,0.57,1
Vegetables,8.4,96.3,4.28,1
Milk,8.5,60.3,4.19,1
Meat,5.7,73.6,3.59,1
Meat,5.9,87.7,0.9,1
Milk,2.9,63.2,2.11,0
Milk,8.0,64.7,4.41,1
Vegetables,8.8,91.6,4.64,1
Eggs,7.7,50.8,2.4,1
Meat,3.2,73.7,1.18,0
Meat,4.4,94.9,4.41,1
Vegetables,10.5,88.9,0.55,1
Eggs,2.6,62.2,3.05,1
Eggs,8.2,65.5,2.2,1
Eggs,8.3,67.3,4.67,1
Meat,7.6,93.2,0.06,1
Eggs,9.0,55.1,1.85,1
Meat,5.0,73.7,0.89,0
Milk,9.1,67.2,4.75,1
Fruits,7.7,71.5,4.48,1
Fruits,7.5,74.5,2.8,1
Eggs,4.0,60.1,0.61,0
Vegetables,7.3,82.5,2.08,0
Milk,5.2,62.2,1.2,0
Meat,0.3,77.3,3.59,1
Meat,4.4,92.6,2.28,1
Milk,7.9,78.7,3.46,1
Milk,5.5,65.6,0.19,0
Meat,2.8,72.5,0.9,0
Eggs,4.6,52.1,3.75,1
Meat,7.5,78.9,2.57,1
Meat,6.2,92.6,0.38,1
Eggs,4.2,62.5,3.2,1
Meat,2.6,89.9,3.22,1
Fruits,14.4,75.8,2.26,1
Eggs,6.4,52.6,4.44,1
Fruits,13.6,78.9,0.84,1
Meat,3.5,88.9,4.16,1
Milk,7.6,74.0,0.51,1
Eggs,8.6,51.8,2.98,1
Milk,8.5,80.1,0.31,1
Fruits,11.1,78.1,2.17,1
Vegetables,6.5,89.0,0.69,1
Milk,4.6,65.2,2.38,0
Meat,6.7,79.7,1.41,1
Milk,2.3,70.3,1.64,0
Vegetables,5.5,93.2,2.09,1
Milk,3.7,67.4,1.36,0
Meat,7.3,72.1,1.42,1
Vegetables,6.3,84.0,2.55,1
Milk,7.9,82.2,2.0,1
Meat,2.7,79.5,3.6,1
Meat,1.7,81.6,4.49,1
Milk,2.6,65.3,3.83,1
Vegetables,6.9,87.1,3.6,1
Vegetables,8.4,85.2,1.0,1
Milk,8.9,69.8,3.06,1
Eggs,3.5,69.8,2.17,0
Milk,6.7,79.3,4.75,1
Meat,5.6,72.7,3.04,1
Meat,0.2,94.9,4.8,1
Meat,2.1,74.4,0.89,0
Milk,4.3,61.1,0.11,0
Eggs,3.6,65.1,0.81,0
Milk,9.1,61.8,1.11,1
Eggs,2.1,51.4,0.35,0
Fruits,6.2,84.1,0.11,0
Eggs,7.9,63.8,0.93,1
Milk,5.9,71.6,3.16,1
Eggs,5.3,51.3,4.94,1
Fruits,10.3,88.3,0.94,1
Vegetables,4.1,80.9,3.12,1
Eggs,9.4,69.6,3.95,1
Fruits,14.6,88.5,0.36,1
Fruits,10.3,73.9,4.45,1
Vegetables,10.1,93.7,0.62,1
Milk,3.2,72.0,1.1,0
Meat,1.7,89.0,2.82,1
Eggs,5.5,62.7,4.28,1
Vegetables,7.2,88.1,0.53,1
Vegetables,3.2,81.1,2.58,1
Vegetables,3.6,87.0,4.53,1
Fruits,6.1,82.7,3.04,1
Milk,8.6,75.9,3.52,1
Milk,6.8,68.6,1.52,0
Meat,5.0,83.3,2.81,1
Eggs,8.8,61.0,4.09,1
Fruits,9.8,80.0,0.32,1
Milk,9.6,81.7,4.0,1
Milk,5.1,82.1,4.63,1
Vegetables,7.3,87.6,3.27,1
Fruits,11.3,74.0,2.77,1
Meat,5.1,84.5,3.78,1
Fruits,11.3,75.7,4.0,1
Fruits,14.1,81.8,0.3,1
Meat,4.1,71.1,0.6,0
Eggs,8.3,58.7,0.19,1
Fruits,11.9,78.6,1.42,1
Eggs,4.0,60.7,2.96,1
Eggs,7.5,69.9,4.02,1
Vegetables,4.0,90.0,4.77,1
Vegetables,3.8,95.2,1.92,1
Milk,4.6,81.5,0.66,0
Milk,3.4,89.8,1.47,1
Eggs,7.7,59.9,4.25,1
Eggs,5.1,64.2,1.55,0
Vegetables,10.6,90.1,1.31,1
Milk,9.1,65.4,4.52,1
Vegetables,7.0,84.2,4.31,1
Fruits,10.6,89.3,2.92,1
Milk,7.3,83.8,1.57,1
Fruits,4.4,80.8,4.89,1
Vegetables,6.8,84.7,3.79,1
Milk,6.3,60.8,0.27,0
Fruits,6.5,78.7,4.57,1
Milk,8.6,88.5,0.62,1
Milk,9.9,60.6,1.46,1
Vegetables,8.1,80.4,3.98,1
Milk,2.8,85.1,0.3,1
Meat,7.9,83.7,2.73,1
Fruits,6.6,84.6,3.56,1
Eggs,6.5,66.1,1.71,0
Milk,6.7,64.2,1.27,0
Vegetables,7.3,94.7,0.36,1
Meat,3.4,74.8,2.33,0
Meat,3.4,88.9,2.32,1
Fruits,12.2,74.2,0.46,1
Meat,2.7,74.1,1.29,0
Vegetables,3.1,87.3,0.6,1
Milk,4.1,68.1,1.87,0
Meat,2.9,76.0,1.21,0
Meat,0.2,78.3,3.61,1
Meat,8.0,83.5,0.84,1
Meat,4.3,86.7,0.82,1
Milk,6.8,81.5,3.89,1
Vegetables,8.2,93.3,0.74,1
Meat,1.9,78.9,1.04,0
Fruits,13.2,85.8,0.77,1
Meat,3.4,86.4,4.74,1
Vegetables,11.3,94.4,0.51,1
Eggs,7.1,55.9,3.32,1
Eggs,6.6,52.9,3.28,1
Fruits,13.3,78.1,2.55,1
Eggs,7.8,65.2,1.05,1
Eggs,4.3,65.3,3.08,1
Vegetables,7.3,85.9,1.89,1
Fruits,5.1,85.7,0.81,1
Vegetables,6.6,82.2,3.59,1
Meat,6.6,77.6,1.41,1
Fruits,10.0,82.3,2.04,1
Meat,6.5,92.6,4.64,1
Vegetables,5.4,85.1,3.03,1
Meat,1.3,82.5,2.55,1
Fruits,8.3,76.2,1.34,0
Vegetables,11.7,86.0,4.17,1
Meat,5.2,91.0,1.08,1
Fruits,9.8,82.0,2.79,1
Vegetables,6.7,80.7,4.91,1
Eggs,7.6,51.8,3.26,1
Milk,7.2,61.1,1.55,1
Milk,9.0,79.0,4.95,1
Fruits,10.0,75.0,1.42,1
Eggs,9.8,69.3,0.34,1
Eggs,3.0,55.5,1.66,0
Meat,5.2,72.1,1.47,0
Meat,3.7,78.5,1.9,0
Milk,5.5,88.4,3.21,1
Meat,5.8,78.5,3.17,1
Fruits,12.3,86.1,3.63,1
Eggs,3.6,68.0,2.18,0
Vegetables,2.7,88.5,4.66,1
Milk,8.2,80.8,1.91,1
Vegetables,2.5,91.4,3.51,1
Eggs,2.7,61.9,2.58,1
Vegetables,6.8,97.7,3.45,1
Milk,4.8,86.6,3.52,1
Meat,2.4,73.8,1.03,0
Vegetables,4.0,89.7,0.37,1
Vegetables,10.7,85.7,4.57,1
Meat,7.3,70.6,1.22,1
Vegetables,6.3,96.8,2.99,1
Milk,9.2,79.9,4.3,1
Fruits,6.3,72.5,4.34,1
Milk,8.7,72.6,3.21,1
Milk,2.6,78.5,0.9,0
Eggs,9.9,57.1,1.45,1
Fruits,12.3,88.2,0.77,1
Milk,2.2,69.6,4.66,1
Meat,0.9,89.9,0.02,1
Meat,6.4,70.8,4.28,1
Eggs,8.2,54.0,0.81,1
Eggs,5.9,54.7,1.18,0
Eggs,8.5,61.3,3.68,1
Milk,6.5,65.5,2.78,1
Vegetables,11.8,94.9,1.49,1
Meat,7.6,91.8,3.54,1
Fruits,6.9,89.4,4.99,1
Eggs,7.3,65.9,4.15,1
Meat,6.5,94.6,0.97,1
Fruits,13.0,78.8,3.35,1
Eggs,2.3,57.5,3.54,1
Milk,2.8,60.3,2.11,0
Milk,4.5,85.8,2.5,1
Milk,4.2,82.8,0.45,0
Eggs,9.8,54.8,4.79,1
Eggs,4.0,56.9,3.68,1
Meat,7.4,75.0,3.63,1
Eggs,4.6,64.4,3.96,1
Vegetables,4.9,91.1,2.78,1
Fruits,7.6,89.2,3.67,1
Vegetables,4.3,95.6,1.35,1
Milk,2.8,88.3,3.35,1
Vegetables,8.2,81.2,3.07,1
Meat,0.4,73.2,4.15,1
Vegetables,7.2,88.4,0.21,1
Milk,5.5,88.5,0.51,1
Milk,3.6,65.1,4.28,1
Eggs,8.5,53.4,0.38,1
Milk,5.6,80.3,2.03,0
Eggs,3.7,64.1,3.34,1
Eggs,5.0,63.1,0.55,0
Vegetables,2.6,98.0,1.52,1
Eggs,6.1,58.4,1.84,0
Eggs,7.6,62.2,2.77,1
Vegetables,7.6,91.0,2.14,1
Fruits,8.6,78.2,0.96,0
Fruits,13.9,73.5,1.81,1
Milk,8.8,80.7,1.08,1
Fruits,12.8,87.7,3.37,1
Vegetables,6.5,86.7,0.38,1
Milk,2.7,76.5,3.02,1
Milk,9.9,85.1,3.69,1
Meat,3.1,71.5,0.34,0
Fruits,12.1,73.0,4.86,1
Fruits,6.8,74.0,1.41,0
Milk,9.7,69.0,2.43,1
Meat,7.2,92.2,1.24,1
Meat,2.9,70.0,1.96,0
Vegetables,3.1,95.0,1.81,1
Milk,7.0,75.5,1.83,0
Meat,4.4,86.0,1.1,1
Vegetables,2.6,96.5,1.74,1
Eggs,5.8,65.5,0.17,0
Fruits,13.3,85.1,3.38,1
Milk,7.3,73.9,1.95,1
Fruits,5.1,71.5,4.88,1
Eggs,6.7,51.9,1.27,0
Meat,5.7,84.9,4.18,1
Meat,3.8,87.7,0.53,1
Milk,2.5,64.9,3.71,1
Fruits,7.0,84.5,3.3,1
Meat,4.4,78.7,3.97,1
Vegetables,2.3,88.1,2.82,1
Eggs,9.1,59.8,2.17,1
Vegetables,6.5,89.9,4.25,1
Milk,4.0,80.0,2.81,1
Milk,8.7,84.6,4.18,1
Milk,9.6,71.7,2.75,1
Milk,5.4,63.2,2.42,0
Vegetables,11.3,93.9,2.81,1
Fruits,9.7,77.9,4.02,1
Eggs,6.9,51.9,0.78,0
Vegetables,6.7,82.2,3.97,1
Eggs,8.3,60.2,4.97,1
Eggs,9.1,57.2,0.85,1
Vegetables,6.6,95.9,4.63,1
Milk,4.8,74.9,4.38,1
Vegetables,8.6,96.3,2.99,1
Meat,1.6,92.8,3.04,1
Eggs,5.5,67.5,4.75,1
Eggs,3.9,51.3,2.23,0
Eggs,6.7,59.4,2.8,1
Eggs,6.4,66.7,1.55,0
Milk,7.6,65.8,0.64,1
Eggs,7.4,64.9,1.7,1
Milk,4.9,89.0,1.5,1
Meat,0.1,90.3,1.63,1
Milk,5.4,62.0,3.79,1
Meat,7.1,70.1,1.15,1
Fruits,6.2,70.0,4.28,1
Vegetables,4.0,93.2,0.51,1
Milk,3.2,88.4,0.22,1
Eggs,9.5,62.0,3.01,1
Meat,4.5,92.3,2.13,1
Fruits,12.3,89.5,4.26,1
Eggs,6.6,57.1,4.83,1
Eggs,6.0,65.9,1.34,0
Eggs,5.3,69.4,2.13,0
Meat,4.9,82.5,1.23,0
Vegetables,2.6,95.6,3.12,1
Meat,1.3,84.6,1.82,0
Fruits,11.2,70.7,3.94,1
Milk,9.0,70.7,0.18,1
Vegetables,10.1,82.9,2.83,1
Eggs,2.7,58.6,2.02,0
Milk,8.1,87.5,0.77,1
Eggs,5.0,52.7,0.04,0
Eggs,7.1,51.8,4.77,1
Vegetables,3.1,80.7,2.61,1
Vegetables,9.9,81.6,4.27,1
Milk,8.8,64.6,0.99,1
Vegetables,3.2,97.3,3.51,1
Eggs,6.2,59.1,0.96,0
Eggs,8.9,55.5,1.29,1
Fruits,12.4,74.2,4.34,1
Eggs,8.4,57.3,4.88,1
Eggs,6.3,55.5,2.34,0
Eggs,9.9,57.7,4.9,1
Fruits,14.6,79.5,4.2,1
Vegetables,10.6,87.5,2.23,1
Milk,4.9,80.0,4.54,1
Fruits,9.3,83.5,4.91,1
Milk,8.7,81.7,2.02,1
Vegetables,8.6,94.0,0.88,1
Milk,4.8,64.6,4.66,1
Eggs,2.5,68.5,1.71,0
Eggs,4.7,57.6,0.65,0
Vegetables,2.8,91.3,1.08,1
Eggs,5.3,52.5,4.19,1
Fruits,7.9,73.1,3.53,1
Vegetables,10.0,90.5,4.13,1
Vegetables,7.7,88.6,1.92,1
Fruits,14.3,72.3,3.39,1
Eggs,9.9,53.5,0.9,1
Meat,4.3,79.6,1.21,0
Fruits,4.7,87.9,3.77,1
Fruits,10.0,77.7,1.0,1
Eggs,9.5,58.2,4.1,1
Meat,3.7,88.2,3.04,1
Eggs,7.8,50.3,3.21,1
Eggs,5.7,58.2,4.12,1
Fruits,7.0,88.6,1.37,1
Vegetables,9.1,89.8,1.49,1
Vegetables,6.5,80.1,4.96,1
Fruits,10.9,70.1,0.71,1
Milk,8.0,73.0,0.65,1
Milk,5.1,78.8,2.74,1
Meat,2.6,75.0,1.07,0
Meat,5.9,87.3,1.6,1
Meat,5.0,87.4,3.36,1
Fruits,5.7,72.9,3.09,1
Eggs,8.5,55.9,0.38,1
Meat,5.8,75.2,0.12,0
Eggs,3.7,52.8,4.87,1
Milk,3.0,65.6,1.93,0
Vegetables,3.7,88.0,3.4,1
Fruits,7.6,89.7,0.46,1
Vegetables,3.7,80.4,4.07,1
Vegetables,6.1,94.0,3.13,1
Milk,3.5,84.6,3.03,1
Vegetables,7.6,87.6,1.25,1
Fruits,5.4,75.0,0.05,0
Meat,1.9,91.8,1.07,1
Vegetables,9.3,80.4,1.38,1
Eggs,6.1,66.1,2.3,0
Meat,2.5,71.8,3.02,1
Milk,4.8,71.9,3.01,1
Fruits,13.4,81.1,2.51,1
Milk,3.5,80.8,1.08,0
Meat,4.1,85.8,4.95,1
Meat,5.2,87.8,4.46,1
Meat,5.0,83.9,0.02,0
Meat,0.3,74.5,4.85,1
Fruits,6.3,76.4,0.91,0
Milk,3.6,81.3,4.37,1
Milk,9.9,61.5,2.76,1
Eggs,4.4,60.6,2.7,1
Eggs,5.7,65.8,0.07,0
Vegetables,9.3,91.7,4.9,1
Fruits,9.4,77.7,2.76,1
Eggs,6.4,59.9,0.39,0
Vegetables,6.4,95.0,2.64,1
Vegetables,2.8,81.0,3.85,1
Meat,4.2,93.2,2.63,1
Eggs,5.8,63.1,0.59,0
Meat,1.0,86.1,4.23,1
Meat,6.7,73.1,2.07,1
Meat,3.6,73.3,4.45,1
Vegetables,5.8,87.8,2.51,1
Eggs,2.2,65.3,0.5,0
Eggs,7.2,50.6,2.9,1
Fruits,9.6,88.8,3.23,1
Vegetables,8.2,90.2,2.09,1
Eggs,4.1,65.8,0.78,0
Eggs,4.6,66.4,4.79,1
Eggs,4.9,67.5,4.1,1
Fruits,6.1,83.4,2.72,1
Meat,3.6,72.5,1.51,0
Vegetables,2.5,92.3,2.47,1
Vegetables,9.7,97.1,2.16,1
Milk,9.7,61.0,0.07,1
Milk,7.8,82.6,2.95,1
Fruits,10.5,88.5,3.38,1
Eggs,6.3,52.8,3.15,1
Meat,5.8,94.5,4.2,1
Milk,6.9,69.2,3.72,1
Meat,3.4,73.7,3.18,1
Milk,2.5,74.8,4.29,1
Meat,0.7,90.8,2.99,1
Vegetables,9.5,89.6,3.33,1
Milk,4.2,65.9,3.2,1
Fruits,8.3,78.0,3.2,1
Eggs,7.0,55.2,1.12,0
Eggs,3.2,57.9,2.54,1
Fruits,7.1,85.7,1.13,1
Eggs,8.1,59.5,4.38,1
Fruits,12.5,89.2,0.35,1
Meat,3.2,82.4,0.83,0
Vegetables,11.6,91.3,1.73,1
Milk,6.4,86.0,0.58,1
Eggs,3.6,57.4,3.29,1
Vegetables,3.1,91.6,1.66,1
Fruits,9.6,79.8,2.59,1
Vegetables,3.3,85.5,4.07,1
Vegetables,10.2,81.7,0.7,1
Eggs,3.4,55.8,0.7,0
Vegetables,2.3,89.5,4.08,1
Milk,4.1,68.7,0.04,0
Milk,7.2,83.0,2.7,1
Milk,8.8,89.4,0.93,1
Vegetables,6.8,93.9,4.28,1
Eggs,7.8,52.9,0.49,1
Vegetables,10.4,90.3,3.1,1
Vegetables,5.3,87.4,3.71,1
Meat,3.7,70.9,3.92,1
Eggs,9.9,52.0,0.76,1
Fruits,12.4,89.1,2.6,1
Vegetables,5.9,82.7,3.88,1
Milk,8.1,72.0,3.28,1
Vegetables,6.7,84.3,1.15,0
Milk,4.8,75.7,4.57,1
Meat,4.9,75.7,0.04,0
Vegetables,11.2,94.8,4.47,1
Vegetables,6.3,93.8,4.82,1
Milk,6.9,62.1,1.47,0
Vegetables,5.5,90.7,3.68,1
Milk,8.1,88.1,2.66,1
Eggs,6.9,51.3,4.57,1
Fruits,8.1,74.0,0.12,0
Meat,0.8,83.3,3.97,1
Fruits,5.7,77.5,1.84,0
Vegetables,7.2,95.5,1.64,1
Fruits,9.3,77.1,2.54,1
Vegetables,8.6,96.1,4.53,1
Vegetables,4.4,91.3,3.32,1
Fruits,11.0,87.3,4.3,1
Fruits,9.6,83.5,4.47,1
Vegetables,10.7,88.4,2.34,1
Vegetables,7.7,84.7,2.12,0
Milk,5.7,87.1,4.97,1
Eggs,2.4,51.4,1.81,0
Milk,2.5,60.6,4.82,1
Milk,5.6,82.6,0.94,0
Milk,7.0,86.7,2.15,1
Milk,4.9,75.3,1.05,0
Milk,9.4,77.6,4.93,1
Vegetables,5.3,84.1,1.43,0
Fruits,11.2,80.1,2.61,1
Vegetables,11.2,93.6,4.06,1
Eggs,9.2,56.8,0.62,1
Fruits,6.3,81.1,3.89,1
Vegetables,2.8,88.4,1.04,1
Milk,3.0,74.7,2.53,1
Eggs,6.1,61.2,1.13,0
Milk,6.8,72.3,0.17,0
Vegetables,8.7,87.7,0.06,1
Meat,2.3,74.1,0.21,0
Eggs,8.3,55.2,3.7,1
Eggs,3.2,64.4,4.5,1
Meat,3.6,70.3,4.1,1
Milk,5.4,87.5,0.62,1
Eggs,7.9,52.8,3.36,1
Vegetables,5.9,89.1,4.03,1
Meat,0.5,85.6,2.48,1
Fruits,12.9,76.5,2.07,1
Eggs,9.1,62.2,4.87,1
Eggs,7.1,68.2,3.78,1
Meat,0.5,90.1,0.57,1
Milk,6.2,60.3,2.68,1
Meat,5.7,76.7,4.38,1
Eggs,5.5,56.6,1.81,0
Eggs,7.7,69.4,1.81,1
Eggs,4.7,64.7,0.34,0
Milk,6.3,63.2,3.24,1
Fruits,8.1,74.5,1.97,0
Vegetables,6.5,80.0,4.49,1
Milk,5.2,89.6,0.39,1
Vegetables,4.2,88.7,4.98,1
Milk,5.2,86.9,4.69,1
Milk,3.3,68.9,2.3,0
Vegetables,5.6,97.1,0.73,1
Fruits,4.1,86.9,4.36,1
Milk,4.8,76.8,4.98,1
Eggs,7.2,55.7,1.1,1
Milk,4.0,67.1,3.45,1
Milk,3.2,80.3,2.54,1
Meat,3.7,72.7,0.0,0
Vegetables,5.4,92.3,4.04,1
Vegetables,2.5,96.9,0.8,1
Vegetables,5.0,88.3,0.5,1
Milk,2.5,83.2,0.97,0
Fruits,4.8,84.3,1.3,0
Fruits,14.3,78.7,0.1,1
Milk,5.3,66.8,4.53,1
Meat,3.0,94.7,4.84,1
Eggs,5.4,57.0,1.0,0
Meat,6.9,88.2,0.16,1
Milk,5.1,75.8,1.9,0
Milk,7.6,79.9,1.02,1
Meat,2.2,79.6,3.13,1
Meat,0.2,91.5,2.07,1
Milk,6.2,74.5,0.72,0
Fruits,8.6,83.0,1.25,0
Meat,2.9,92.8,4.53,1
Vegetables,3.1,93.9,1.92,1
Milk,2.5,83.5,2.68,1
Fruits,7.4,84.0,2.5,0
Meat,6.5,75.0,4.28,1
Eggs,8.9,62.9,4.46,1
Milk,7.6,84.4,2.79,1
Eggs,3.5,61.4,4.38,1
Fruits,4.2,82.6,4.09,1
Meat,6.0,93.1,0.88,1
Vegetables,9.4,84.0,3.27,1
Meat,3.5,71.9,1.26,0
Eggs,2.2,67.4,0.08,0
Fruits,6.7,79.1,3.51,1
Eggs,3.2,61.2,3.63,1
Vegetables,10.0,82.3,3.02,1
Vegetables,6.7,85.4,2.94,1
Vegetables,6.3,87.8,0.01,1
Vegetables,7.2,83.0,3.64,1
Eggs,4.5,62.8,2.76,1
Vegetables,9.3,84.8,2.77,1
Milk,2.9,81.8,4.13,1
Fruits,8.5,72.7,0.28,0
Milk,5.5,83.4,4.81,1
Milk,4.0,67.5,2.37,0
Eggs,3.2,56.3,1.85,0
Meat,4.7,76.5,2.74,1
Fruits,12.2,82.0,1.21,1
Milk,5.3,87.2,0.21,1
Meat,2.2,73.6,2.97,1
Vegetables,11.0,96.9,0.87,1
Milk,7.5,77.1,1.97,1
Vegetables,6.3,85.5,4.87,1
Milk,9.9,62.7,3.1,1
Vegetables,11.6,89.8,2.26,1
